class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 Other animals do n't think about whether it is 	right or wrong	 to kill.
yes	X and Y	large	small	large - small	(large) and (small)	 The study of microscopic evidence of wear may resolve the debate by showing that 	large and small	 tools were used for different purposes, such as meat processing, hunting, or woodworking.
no	X and Y	classic	new	new - old	(?!old)(\b\w+) and (\bnew)	 They describe a few 	classic and new	 fragrances, matching them with personality types and fashions.
no	X and Y	private	secret	private - public	(\bprivate) and (?!public)(\b\w+)	 It is the nature of the system to involve 	private and secret	 dealings (Jackson 1977).
yes	from X to Y	hot	cold	cold - hot	from (hot) to (cold)	 So I reckon Al Gore knows this and is using the expected transition 	from hot to cold	" to say "" Dirty Weather,'told you so ""."
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 India is likely to gain strength as a regional power, but there are significant limits to its prospects-including problems of internal governance and an increasing gap 	between rich and poor	.
no	X and Y	crazy	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	" A priest who gave the eulogy quoted Rhonda as saying the song "" gave me a sense of being wild and "	crazy and rich	.
no	X or Y	True	false	false - true	(?!true)(\b\w+) or (\bfalse)	 	True or false	: One problem with studying evolution is that you ca n't test scientific hypotheses concerning plants or animals that have long been extinct.
no	X or Y	Alive	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	" "" "" "	Alive or dead	?
yes	X rather than Y	private	public	private - public	(private) rather than (public)	 Victories are rare and more often the function of 	private rather than public	 labors.
yes	X or Y	major	minor	major - minor	(major) or (minor)	 Almost all the female cast wants him, 	major or minor	 characters.
no	X and Y	cold	ridged	cold - hot	(\bcold) and (?!hot)(\b\w+)	 Soft, leather-bound he'd felt once, but 	cold and ridged	 usually.
no	X and Y	exurban	rural	rural - urban	(?!urban)(\b\w+) and (\brural)	 With their base now predominantly in 	exurban and rural	 America, most GOP lawmakers will look with skepticism, even disdain, at proposals to use government in ways that benefit cities and closer-in suburbs that tend to elect Democrats.
no	X and Y	private	personal	private - public	(\bprivate) and (?!public)(\b\w+)	 But, those lessons are 	private and personal	.
no	from X to Y	central	high	high - low	from (?!low)(\b\w+) to (\bhigh)	 Although exposure factors are @ @ @ @ @ @ @ @ @ @ (typically a range 	from central to high	 end values) can be used when site-specific values are not available.
no	both X and Y	legal	public	private - public	both (?!private)(\b\w+) and (\bpublic)	 Absent such reevaluations, 	both legal and public	 discussions of religious free exercise in the United States will, unfortunately, remain impoverished.
yes	between X and Y	large	small	large - small	between (large) and (small)	 Future economic growth will come from small companies and microenterprises, in part due to communications technologies that level the playing field 	between large and small	 businesses.
no	X or Y	cold	aching	cold - hot	(\bcold) or (?!hot)(\b\w+)	 Im no longer 	cold or aching	, or hunched over or almost blind with cataracts.
yes	X and Y	active	passive	active - passive	(active) and (passive)	 Even with the computer synthesizing both the 	active and passive	 signals, he was almost impossible to see.
yes	X and Y	old	new	new - old	(old) and (new)	 Due to the gap between the 	old and new	 definitions of marriage and the incomplete transition to the personalist rendering of marriage, the Church continues with inadequate teaching and law in this area.
yes	X or Y	public	private	private - public	(public) or (private)	 These students with previous postsecondary experience had attended public or private universities, public or private two-year colleges, or 	public or private	 technical/vocational institutes.
no	X or Y	True	false	false - true	(?!true)(\b\w+) or (\bfalse)	 	True or false	?
no	X and Y	new	fancier	new - old	(\bnew) and (?!old)(\b\w+)	 We've been enslaved in a 	new and fancier	 way.
yes	X or Y	high	low	high - low	(high) or (low)	, 1983) and on the SCS (Rosenbaum, 1980) to classify the selected group of participants (N = 300) as 	high or low	 in social support and self-control.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 And with the gap widening 	between rich and poor	, some believe that rural women are increasingly aware of the comforts they will never have.
no	X and Y	wrong	senseless	right - wrong	(\bwrong) and (?!right)(\b\w+)	 how 	wrong and senseless	 it was to let an uninformed governing body destroy them.
no	X and Y	private	personal	private - public	(\bprivate) and (?!public)(\b\w+)	 Some medical authors and some yoga masters believe that mantras or meditations should be 	private and personal	.
no	X or Y	uninsured	poor	poor - rich	(?!rich)(\b\w+) or (\bpoor)	" Is not the republican position of health care really "" If you are working "	uninsured or poor	, if you get sick - die, quickly!
no	X and Y	unattainable	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 They are essentially taking the good idea of fitness, and making it something vastly 	unattainable and wrong	.
no	X and Y	good	varied	bad - good	(\bgood) and (?!bad)(\b\w+)	 I never realized how 	good and varied	 Portuguese food is until I lived abroad for a year.
yes	both X and Y	old	new	new - old	both (old) and (new)	 Twice a week he climbs one hundred steps up a spiral stairway to perform 	both old and new	 music.
yes	X and Y	large	small	large - small	(large) and (small)	 Yet in ways 	large and small	, it's a campaign that's starting to have a special feel.
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 Lots of idling, stop-and-go traffic, extremely 	hot or cold	 weather, humidity and towing can all decrease the lifespan of engine oil.
yes	X or Y	light	heavy	heavy - light	(light) or (heavy)	 The groups are different, however, when you discover why members of each group had 	light or heavy	 accents.
yes	X and Y	male	female	female - male	(male) and (female)	" Men's judgments concerning the maximum normal weight for 5'8 "" "	male and female	 targets were also closer than women's estimations to the maximum normal weights provided in BMI tables.
no	X and Y	small	wrinkly	large - small	(\bsmall) and (?!large)(\b\w+)	 He looked so 	small and wrinkly	 in the preemie ward of the Albuquerque @ @ @ @ @ @ @ @ @ @ and stay alive, she decided she'd give him a couple of years.
no	between X and Y	good	evil	bad - good	between (\bgood) and (?!bad)(\b\w+)	 It is the time for the battle 	between good and evil	 and the final judgment of the end of days.
yes	X and Y	large	small	large - small	(large) and (small)	 At venues 	large and small	, indoors and out, concertgoers are complaining more frequently about their fellow music fans'behavior.
no	X or Y	incomplete	temporary	permanent - temporary	(?!permanent)(\b\w+) or (\btemporary)	 Relief from this type of procedure may be 	incomplete or temporary	 because no attempt has been made to restore or repair the cartilage lesion.
yes	X or Y	good	bad	bad - good	(good) or (bad)	" "" She says this cautiously, as if she is n't sure whether he'll consider it "	good or bad	 news.
no	X and Y	drunk	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 Nice day too, everybody still out there getting twice as 	drunk and bad	 and crazy, so.
no	X and Y	small	imaginary	large - small	(\bsmall) and (?!large)(\b\w+)	 In The Beet Queen (1986) numerous narrators provide a parallel series of the personal stories of several white and mixedblood Indian characters in Argus, a 	small and imaginary	 town in North Dakota between 1932-72.
yes	X and Y	public	private	private - public	(public) and (private)	 A uniform nationwide cut in admissions in every graduate department in the humanities might solve the problem; but who could impose such a cut on every university, 	public and private	, in every state?
no	X and Y	low	foreign	high - low	(\blow) and (?!high)(\b\w+)	 What Krugman is saying is that the government should not be afraid to increase the money supply since inflation is 	low and foreign	 dollar holdings are high.
yes	whether X or Y	true	false	false - true	whether (true) or (false)	 Although it may be good cautionary advice 	whether true or false	, reasoning alone can not confirm the premise.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 (n13) <> Aleqa Berhane humbly asserts that it is not up to humanity to make decisions about constitutes 	good and bad	 religious pictures; images of Jesus and the saints are all equally powerful.
no	X or Y	rich	famous	poor - rich	(\brich) or (?!poor)(\b\w+)	 If he became 	rich or famous	, or both, that would be very pleasant, too.
yes	X and Y	male	female	female - male	(male) and (female)	 Thus, 	male and female	 addicts tended to reflect highly similar rationale for their exercise habits.
yes	X and Y	male	female	female - male	(male) and (female)	 Both 	male and female	 subjects had positive and high attitudes towards participation and considered it leading to favourable health outcomes and socially accepted consequences.
no	X and Y	rich	instructive	poor - rich	(\brich) and (?!poor)(\b\w+)	 It provides a 	rich and instructive	 tableau of the evolution of both policy and process in our government during the past fifty years.
yes	X and Y	male	female	female - male	(male) and (female)	 Several of my friends -- gay and straight, 	male and female	 -- had sex with adults from the ages @ @ @ @ @ @ @ @ @ @.
yes	X or Y	good	bad	bad - good	(good) or (bad)	) People can be 	good or bad	, but to a great extent that's because of factors beyond their control, so the task is to have a better incentive system.
yes	X and Y	heavy	light	heavy - light	(heavy) and (light)	 LA's 	heavy and light	 rail system is also surprisingly extensive.
yes	X and Y	public	private	private - public	(public) and (private)	 A branching chain of innocuous-looking personal messages rippled dirough a great many 	public and private	 nets, each encoding a covert I.
no	both X and Y	passive	interactive	active - passive	both (\bpassive) and (?!active)(\b\w+)	 Video is one of the richest forms of communication for 	both passive and interactive	 programs, but it's extremely hard to deliver in digital form.
no	X and Y	dirty	old	new - old	(?!new)(\b\w+) and (\bold)	 Coffee maker was 	dirty and old	 and had never been descaled.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Maybe surprisingly 	good or bad	 earnings were reported.
no	X and Y	old	solitary	new - old	(\bold) and (?!new)(\b\w+)	 Magda wondered -- though the amount of stuff the 	old and solitary	 man had lived with was astonishing.
no	X and Y	large	disappointing	large - small	(\blarge) and (?!small)(\b\w+)	 In some instances, including the 	large and disappointing	 piece by Celia Munoz and the heavily over-painted prints by Ricardo Valverde, one wonders why they bothered with photography at all.
no	between X and Y	urban	agricultural	rural - urban	between (\burban) and (?!rural)(\b\w+)	 Demand for high-quality water continues to increase through competition 	between urban and agricultural	 users.
no	X and Y	private	complex	private - public	(\bprivate) and (?!public)(\b\w+)	 the important thing is that the man was 	private and complex	.
