class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	white	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 If black became 	white and good	 became bad and fast became slow, the world would become natural.
yes	X or Y	rich	poor	poor - rich	(rich) or (poor)	 I ca n't tell you much about it because I'm not in it, I'm not 	rich or poor	.
no	X and Y	special	private	private - public	(?!public)(\b\w+) and (\bprivate)	 For example, Frank and Migdalia Cortez both want a house that they can fix up and make 	special and private	, neatly bounded from neighbors (Perin 1977).
no	X and Y	hard	fast	hard - soft	(\bhard) and (?!soft)(\b\w+)	) There is no 	hard and fast	 rule for when a behavior will be labelled rus or dbrouillard -- it depends upon whether or not the speaker admires or feels threatened by the action.
no	X and Y	hierarchical	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 Our society tends to construct " equality " as sameness, difference as 	hierarchical and bad	.
no	X or Y	wrong	unnecessary	right - wrong	(\bwrong) or (?!right)(\b\w+)	 Although in saying this, I am reminded of Spivak's caution that such reparative interventions can not be considered 	wrong or unnecessary	, precisely because we have no choice but to struggle for them.
no	X and Y	public	profane	private - public	(\bpublic) and (?!private)(\b\w+)	 This performance, which has blatant economic objectives and is directed at outsiders, takes place in a more 	public and profane	 setting than the churchyard.
no	X and Y	good	capable	bad - good	(\bgood) and (?!bad)(\b\w+)	 Through a long process of learning, the child is thought to be transformed into a 	good and capable	 person who can master the hardships of life.
no	X or Y	real	true	false - true	(?!false)(\b\w+) or (\btrue)	, it is only through this process of upbringing that one can become human, ein richtiger Mensch (a 	real or true	 person).
no	X and Y	poor	sick	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 He lived during the fourth century and is depicted as benevolent and wise, a protector of seafaring traders, of 	poor and sick	 children, and as a healer of the sick.
yes	from X to Y	high	low	high - low	from (high) to (low)	01) with the proportions of joint family households declining and of nuclear households increasing as one moves down 	from high to low	 castes.
yes	X and Y	high	low	high - low	(high) and (low)	 Sen (1965:7), on the other hand, found that while 	high and low	 castes had identically low proportions (37 per cent) of joint family households, the middle castes had the highest (51 per cent).
no	both X and Y	high	middle	high - low	both (\bhigh) and (?!low)(\b\w+)	 Basu (1962:88) and Sarma (1964:200-201) reported that 	both high and middle	 castes had almost identical proportions of joint family households in the villages of West Bengal they studied.
yes	both X and Y	rural	urban	rural - urban	both (rural) and (urban)	 Mukherjee (1977:63), whose statewide data from West Bengal included 	both rural and urban	 households, on the other hand, reported a higher incidence of joint family households in towns and cities rather than in rural villages.
no	X or Y	middle	small	large - small	(?!large)(\b\w+) or (\bsmall)	 Individuals who own large farms and are owner-cultivators in Lalpur head higher proportions of joint family households compared to those who own 	middle or small	 farms and are tenants/laborers or nonagriculturalists.
no	X and Y	high	middle	high - low	(\bhigh) and (?!low)(\b\w+)	 Household heads belonging to 	high and middle	 castes were almost invariably land owners (95 per cent and 90 per cent respectively) and the majority (56 per cent) of those who belonged to low castes were landless.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 This implies that the rich's selfishness causes division not only 	between rich and poor	 but among the poor themselves; santaneros are understandably more concerned about crime among the poor than about crime against the rich.
no	more X than Y	likely	poor	poor - rich	more (?!rich)(\b\w+) than (\bpoor)	 Rich women supposedly are 	more likely than poor	 women to have extramarital affairs.
yes	both X and Y	urban	rural	rural - urban	both (urban) and (rural)	 Under these conditions internal social stratification, 	both urban and rural	, developed and was sustained through the transfer of wealth and through marriage alliances.
no	X and Y	slow	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 The renewal of the postwar economy was 	slow and difficult	.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 In addition, these most-between places developed an earlier and more complex internal system of social classes, both in 	urban and rural	 areas, as the direct result of their position in the trade network.
no	X and Y	active	productive	active - passive	(\bactive) and (?!passive)(\b\w+)	 Some women have become 	active and productive	 traders, some sell only small amounts, and others only purchase goods from other traders without actually producing goods for trade.
yes	X and Y alike	rich	poor	poor - rich	(rich) and (poor) alike	 These women, 	rich and poor alike	, take pride in their excessive sense of shame which they believe is ostensibly lacking or minimal among other, non-Fulbe peoples.
no	X or Y	periodic	permanent	permanent - temporary	(?!temporary)(\b\w+) or (\bpermanent)	 In areas where populations are mainly connected to the national and international markets through peasant rural markets, whether they are 	periodic or permanent	, primacy promotes differential access to resources including labor and outlets for production.
no	X and Y	good	powerful	bad - good	(\bgood) and (?!bad)(\b\w+)	 A 	good and powerful	 king was believed to use occult powers and mystical agencies to increase the population and material wealth of his kingdom.
yes	X and Y	male	female	female - male	(male) and (female)	 Also, Nywifon made it a practice to buy 	male and female	 slaves and marry them together so as to replenish the otherwise depleted ranks of the royal clan and provide marriage wards.
no	X and Y	living	dead	alive - dead	(?!alive)(\b\w+) and (\bdead)	 In March this year I collected all the people of the locality Chibi section and slaughtered a goat to announce to all 	living and dead	 that I was here now.
no	X and Y	precipitous	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 The face of the hills varies; it is 	precipitous and difficult	 from many quarters and gentle from others.
no	X and Y	dry	stony	dry - wet	(\bdry) and (?!wet)(\b\w+)	 They find here several species of their Dioscorea yams but they can be difficult to dig because the soil is 	dry and stony	.
yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 Finally, Macdonald refers to a central tendency error in which the observer distorts the true distribution of abilities towards a leptokurtic distribution, that is, the performance is judged as 	neither good nor bad	.
yes	both X and Y	male	female	female - male	both (male) and (female)	 The findings from the current study suggested that 	both male and female	 coaches appear to have similar perceptions toward their overall jobs as reflected by their scores on the JIG scale.
yes	X and Y	male	female	female - male	(male) and (female)	 Both 	male and female	 coaches experienced average levels of depersonalization and personal accomplishment.
no	more X than Y	qualified	male	female - male	more (?!female)(\b\w+) than (\bmale)	 (1990) investigated the qualifications of interscholastic coaches and found " female coaches were 	more qualified than male	 coaches in 3 of 5 selected qualifications " (p.
yes	both X and Y	urban	rural	rural - urban	both (urban) and (rural)	 Although these items were not significant, it is important that 	both urban and rural	 instructors believed that these multicultural issues were important and should be addressed within the physical education program.
yes	both X and Y	urban	rural	rural - urban	both (urban) and (rural)	 In 	both urban and rural	 areas, an effort was made to provide motor skill evaluation standards that were sex appropriate to ensure fairness in grading practices.
no	X and Y	new	simplified	new - old	(\bnew) and (?!old)(\b\w+)	 Therefore, a 	new and simplified	 system was worked out, based on recent sport pedagogical research.
yes	both X and Y	short	long	long - short	both (short) and (long)	 A solid philosophical foundation enables 	both short and long	 term vibrancy within the profession and a degree of compatibility with life outside.
no	X and Y	interested	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 Children who performed at exceptional levels of motor skill competency, tended to have parents who were keenly 	interested and active	 in physical fitness activities and sports.
no	X and Y	healthy	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 Only then will today's youth develop with an understanding of the importance of a 	healthy and active	 lifestyle and be fortunate enough to enjoy one.
yes	X and Y	male	female	female - male	(male) and (female)	 The data were collected by interviews of 45 	male and female	 players during two summer softball seasons.
yes	both X and Y	male	female	female - male	both (male) and (female)	 The questionnaires were administered in a random manner to 	both male and female	 players in each of the three divisions @ @ @ @ @ @ @ @ @ @ the questionnaire.
no	both X and Y	masculine	athletic	feminine - masculine	both (\bmasculine) and (?!feminine)(\b\w+)	 To be an athlete is defined as being masculine, and characteristics of competitiveness, aggressiveness, strength, and achievement are associated with 	both masculine and athletic	 roles.
no	X and Y	feminine	better	feminine - masculine	(\bfeminine) and (?!masculine)(\b\w+)	 One female player added that, " the less 	feminine and better	 females play the'A'league and the state tournament girls are not the same as the other league players.
yes	X and Y	male	female	female - male	(male) and (female)	 While the formal rules of the sport are designed to promote equality, this goal may not be manifest when the five 	male and female	 teammates take their positions on the playing field.
