class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
yes	X and Y	male	female	female - male	(male) and (female)	 " Both 	male and female	 fans were overwhelmingly opposed to physical attacks, with 92% of each responding " never.
yes	both X and Y	male	female	female - male	both (male) and (female)	 During this phase, the behaviors used the most by 	both male and female	 coaches, respectively, were the same as the preseason Male coaches used concurrent instruction(21.
yes	both X and Y	male	female	female - male	both (male) and (female)	 As can be seen by studying the data, a large percentage of the observed behaviors of 	both male and female	 subjects were verbal instructions (preinstruction, concurrent instruction, postinstruction).
yes	X and Y	male	female	female - male	(male) and (female)	 Both 	male and female	 coaches used over twice as many praise behaviors as scold behaviors.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 (n44) It can be briefly summarized as follows: In early infancy the mechanisms of splitting and projection create a fantasy world split into 	good and bad	 objects.
no	X and Y	compassionate	optimistic	optimistic - pessimistic	(?!pessimistic)(\b\w+) and (\boptimistic)	 These sects'doctrines tended to be more " emotional, " 	compassionate and optimistic	 than those of the Puritans, and often had strong mystical overtones.
no	X and Y	temporary	reversible	permanent - temporary	(\btemporary) and (?!permanent)(\b\w+)	 This will remain the principal mode of communication throughout life, with certain exceptions when there is a 	temporary and reversible	 merger for pleasure or for artistic creation.
no	X and Y	scarce	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 It is not mentioned in the press, has only one specialized journal, and almost no books published, except 	scarce and poor	 translations of Freud.
yes	X and Y	public	private	private - public	(public) and (private)	 The most prominent psychoanalysts set up 	public and private	 practices in several major cities, including Osipov in Petrograd, Moshe Wulff in Moscow, Sabrina Spielrein in Rostov-on-the-Don, and Leonid Drosnes in Odessa.
no	X and Y	long	sorry	long - short	(\blong) and (?!short)(\b\w+)	 The changes require popular support, and given the 	long and sorry	 experience with communism as a benevolent dictatorship, a new liberal or technocratic dictatorship would not generate that support.
no	X and Y	large	disruptive	large - small	(\blarge) and (?!small)(\b\w+)	 Under such constraints, change becomes more the exception than the rule, and one can expect authorized changes in the composition of output to be small and incremental, rather than 	large and disruptive	.
no	X and Y	small	incremental	large - small	(\bsmall) and (?!large)(\b\w+)	 Under such constraints, change becomes more the exception than the rule, and one can expect authorized changes in the composition of output to be 	small and incremental	, rather than large and disruptive.
no	X or Y	permanent	exclusive	permanent - temporary	(\bpermanent) or (?!temporary)(\b\w+)	 But these qualifications never took what might be called a strong adjectival form, never became 	permanent or exclusive	 qualities of America's abstract politics and citizenship.
no	X and Y	long	serious	long - short	(\blong) and (?!short)(\b\w+)	 But the debate nonetheless was 	long and serious	, for it dealt with the meaning of citizenship and nationality.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 They might still be 	good or bad	 citizens.
no	X and Y	large	growing	large - small	(\blarge) and (?!small)(\b\w+)	 It, and not the presidency or the federal courts, is the branch seen by a 	large and growing	 corps of critics to be working poorly.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 This electoral sanction is 	alive and well	 in contests for a great many offices in the U.
no	X or Y	alive	Raisuli	alive - dead	(\balive) or (?!dead)(\b\w+)	 ship; Theodore Roosevelt sent a squadron to Moroccan waters (" We want either Perdicaris 	alive or Raisuli	 dead!
no	X and Y	hard	complex	hard - soft	(\bhard) and (?!soft)(\b\w+)	 To say that these are 	hard and complex	 issues is to say the obvious.
yes	X and Y	high	low	high - low	(high) and (low)	 " These effects, " the panel agrees, " are a function of 	high and low	 test scores, not racial or ethnic identity.
no	X and Y	existing	new	new - old	(?!old)(\b\w+) and (\bnew)	 Again, though, these tariffs are set taking into account the competitive position of gas in a given service area and are applicable to all 	existing and new	 users in this area.
no	X and Y	new	redesigned	new - old	(\bnew) and (?!old)(\b\w+)	 Because of manufacturers'leadtime requirements, we can expect the current year and one-year lag coefficients to reflect the response of consumer demand to gasoline price changes, while longer lags reflect the manufacturers'response via 	new and redesigned	 product offerings.
yes	X and Y	high	low	high - low	(high) and (low)	 The difference in oil export earnings, between the 	high and low	 price cases in the year 2000, is $1.
yes	X and Y	male	female	female - male	(male) and (female)	01; and men rated 	male and female	 managers the same.
yes	X and Y	male	female	female - male	(male) and (female)	 First, women felt they were very good managers; second, men rated 	male and female	 managers the same; and third, women in managerial positions felt that they were being discriminated against.
yes	X or Y	high	low	high - low	(high) or (low)	 However, one could easily support one approach while opposing the other or even score 	high or low	 on measures of both.
no	X and Y	aged	old	new - old	(?!new)(\b\w+) and (\bold)	 For example, discriminatory measures against middle-	aged and old	 women did not always exist.
no	X and Y	alone	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 Again, this situation differentially affects women because of their greater likelihood to be 	alone and poor	.
no	X and Y	passive	helpless	active - passive	(\bpassive) and (?!active)(\b\w+)	 The continuing absence of an older women's political presence will reinforce demeaning and inappropriate stereotypes of dependency, and the failure to organize will contribute to the further reification of old women as 	passive and helpless	.
yes	X and Y	public	private	private - public	(public) and (private)	 Can we eliminate those barriers that @ @ @ @ @ @ @ @ @ @ if it means altering 	public and private	 economic policies?
yes	X or Y	private	public	private - public	(private) or (public)	 The bad news is that the United States does not have, either in the 	private or public	 sectors, satisfactory ways of helping people anticipate and pay for nursing home care and home care.
yes	X and Y	public	private	private - public	(public) and (private)	 As usual, the objective of ensuring more and better conflicts with the objective of minimizing 	public and private	 costs, and policymakers must find the appropriate balance.
no	X and Y	easy	budgetable	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 Employer-sponsored plans also encourage the purchase of insurance at a younger age, with payroll deductions providing an 	easy and budgetable	 way for people to fund insurance.
no	X and Y	active	retired	active - passive	(\bactive) and (?!passive)(\b\w+)	 Since that time there have been over 50 additional employers who have sponsored long-term-care programs for 	active and retired	 employees and their spouses.
yes	X and Y	private	public	private - public	(private) and (public)	 There have been examples in both the 	private and public	 sectors of exaggerated claims.
no	X and Y	rich	intriguing	poor - rich	(\brich) and (?!poor)(\b\w+)	 Even in these readily accessible sources, the raw information is 	rich and intriguing	.
yes	between X and Y	active	passive	active - passive	between (active) and (passive)	 In some settings where a distinction 	between active and passive	 roles is especially important, for example, sexual practices may be developed exclusively along these lines (Arboleda, 1987; Carrier, 1976; Lancaster, 1988).
yes	X and Y	male	female	female - male	(male) and (female)	 What are the important contextual and interpersonal factors associated with 	male and female	 fantasies?
yes	X and Y	male	female	female - male	(male) and (female)	 Before puberty, 	male and female	 testosterone levels are not much different.
no	X or Y	active	receptive	active - passive	(\bactive) or (?!passive)(\b\w+)	 Swallowing semen and unprotected anal intercourse (active or receptive	) were rated unsafe (means 4.
no	X and Y	old	older	new - old	(\bold) and (?!new)(\b\w+)	 Weisberg (1986) studied 79 male prostitutes 12 years 	old and older	 from 1979 to 1981 in San Francisco and New York.
yes	both X and Y	active	passive	active - passive	both (active) and (passive)	 The 27 subjects involved in rimming (oral-anal contact) did not use protection other than washing, except for one subject who used plastic wrap or latex for 	both active and passive	 rimming.
yes	X or Y	masculine	feminine	feminine - masculine	(masculine) or (feminine)	 Regardless of the sex, a person gives expression to 	masculine or feminine	 traits in accordance with his sic innate tendencies to maleness or femaleness and in proportion to the opportunities for expression of these tendencies.
yes	X or Y	masculine	feminine	feminine - masculine	(masculine) or (feminine)	 In either the 	masculine or feminine	 subjects, the researchers could not account for those anomolous women who defied the study's gender-based sexual inversion paradigm.
no	X and Y	rich	compelling	poor - rich	(\brich) and (?!poor)(\b\w+)	 These sections offer 	rich and compelling	 accounts of lesbian lives, revealing joys as well as hardships and disappointments in love, sex and confrontations with heterosexuality and homophobia.
