class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
yes	X and Y	old	new	new - old	(old) and (new)	 They are suspended between the 	old and new	.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 It affects 	urban and rural	 peoples of varied cultural and ecological backgrounds.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 The individual's world is increasingly viewed in terms of 	good and bad	 investments, where material gain and personal wealth become a measure by which individuals determine their personal and communal progress.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 Success in life is increasingly defined in economic terms and in judgments of 	good and bad	 investments interpreted broadly.
no	X and Y	permanent	linear	permanent - temporary	(\bpermanent) and (?!temporary)(\b\w+)	 If we assume this hierarchy as 	permanent and linear	, then the orders by Hideyoshi and Ieyasu to the emperors to deify them constitute an inversion of this hierarchy.
no	X or Y	poor	sandy	poor - rich	(\bpoor) or (?!rich)(\b\w+)	 All of these spread gradually into gardens throughout the archipelago, especially sweet potato and manioc, which are perennial, drought-resistant tubers that can grow on 	poor or sandy	 soil and that provide food in four months.
no	X and Y	skinned	small	large - small	(?!large)(\b\w+) and (\bsmall)	 I saw a marked variation of physical types amongst them, ranging from Austronesian, to typical Bantu, to light-	skinned and small	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 " This implies that there are 	good and bad	 landlords, but the system itself is sound and immutable.
no	X or Y	urban	suburban	rural - urban	(\burban) or (?!rural)(\b\w+)	 Here they can become " somebody, " more easily than in an 	urban or suburban	 environment, and where they can live well because housing and land are cheaper than in the central areas of Britain.
no	X or Y	new	creative	new - old	(\bnew) or (?!old)(\b\w+)	 This status quo mentality confronts 	new or creative	 teachers attempting to bring innovative teaching methods into practice.
yes	X and Y	male	female	female - male	(male) and (female)	 The subjects in this study were 	male and female	 athletes who participated in one school's interscholastic sports program during the 1989-90 school year.
no	X and Y	task	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 A well behaved, on-	task and active	 student was desired.
no	X and Y	high	senior	high - low	(\bhigh) and (?!low)(\b\w+)	 boys and girls at both the junior 	high and senior	 high grade levels ranked fitness.
no	X and Y	high	junior	high - low	(\bhigh) and (?!low)(\b\w+)	 Senior high and junior high girls'attitude was significantly poorer that the junior 	high and senior	 high boys'attitude with senior high girls'attitude (M = 2.
no	X and Y	high	senior	high - low	(\bhigh) and (?!low)(\b\w+)	 Junior 	high and senior	 high subjects were evenly split concerning this statement, with 64% of the subjects responding that physical education should be required at every grade level.
no	X and Y	right	diagonal	right - wrong	(\bright) and (?!wrong)(\b\w+)	 Travelling and rotation skills move the body forward, backward, sideways, up and down as well as left, 	right and diagonal	.
no	X and Y	slow	shallow	fast - slow	(\bslow) and (?!fast)(\b\w+)	 The wise instructor will not hold low expectations for student achievement and may, thus, avoid the boredom associated with 	slow and shallow	 instruction which affects negatively upon student attitudes.
no	X and Y	major	disabled	major - minor	(\bmajor) and (?!minor)(\b\w+)	 Although no significant relationship by 	major and disabled	 sport group was found, women were significantly more likely to be either recreation (therapeutic) or special education majors and men more likely to be physical education majors.
yes	X and Y	high	low	high - low	(high) and (low)	 As Table 3 shows, 	high and low	 play groups were essentially the same in their preferences.
yes	either too X or too Y	high	low	high - low	either too (high) or too (low)	 Klavora (1975), for example, found that high school basketball players experienced a decrement in performance when anxiety scores were 	either too high or too low	.
yes	X and Y	high	low	high - low	(high) and (low)	 Noel (1980), for example, researched the effect of VMBR training on the tennis serving performance of players of 	high and low	 ability who were randomly assigned to either a VMBR or control group.
yes	X and Y	male	female	female - male	(male) and (female)	 Brother(s) and sister(s) fell in the middle while 	male and female	 friends were relatively unimportant.
yes	X or Y	high	low	high - low	(high) or (low)	 In this way, we control for the fact that some countries historically give out 	high or low	 scores.
no	X or Y	new	conflicting	new - old	(\bnew) or (?!old)(\b\w+)	 As information becomes available, one of two things can happen: either the schema can be retained and supported, or a different schema may be substituted to account for 	new or conflicting	 information.
yes	X and Y	male	female	female - male	(male) and (female)	 Both 	male and female	 athletes scored lower as a group tan their nonathletic comparison samples on an aggregate measure of eating disorder.
yes	both X and Y	male	female	female - male	both (male) and (female)	01), and post hoc tests, indicated that male addicts revealed markedly higher levels of happiness and competence while feeling less mentally stressed than addicted females and 	both male and female	 nonaddicts (p <.
yes	X and Y	male	female	female - male	(male) and (female)	 Thus, 	male and female	 addicts tended to reflect highly similar rationale for their exercise habits.
no	X and Y	hard	heroic	hard - soft	(\bhard) and (?!soft)(\b\w+)	 " Such sacrifice seems 	hard and heroic	 to those who have never felt communal ecstasy, " writes Gray.
yes	X and Y	male	female	female - male	(male) and (female)	 This trend was cemented into public policy in 1912 with a ruling by Justice Higgins requiring 	male and female	 job categories.
no	X and Y	active	powerful	active - passive	(\bactive) and (?!passive)(\b\w+)	 At the same time, women, children, or others at the margins of the work force have benefited less than one would expect, given Australia's history of an 	active and powerful	 labor movement.
no	X and Y	sober	reputable	drunk - sober	(\bsober) and (?!drunk)(\b\w+)	 led a 	sober and reputable	 life.
no	X and Y	small	homogeneous	large - small	(\bsmall) and (?!large)(\b\w+)	 Like Muncie, Indiana, described in the classic Middletown studies, (n11) Fargo is a city of about 60,000, sufficiently 	small and homogeneous	 to provide a coherent social universe.
yes	X and Y	private	public	private - public	(private) and (public)	 (n12) Many 	private and public	 hospitals have declined to provide abortion services for a variety of reasons, often as a result of pressure from antiabortion forces.
yes	both X and Y	male	female	female - male	both (male) and (female)	 In fact, she endorses women working; her criticism is of the dehumanizing effects that wage work has on 	both male and female	 adults who are caring for children.
no	X and Y	private	particular	private - public	(\bprivate) and (?!public)(\b\w+)	 But if we substitute Jews for Aleutian Islanders in the polemic that sets a transcendent universal culture over and above 	private and particular	 ethnic cultures, the opposition breaks down right away.
no	X or Y	dead	dying	alive - dead	(\bdead) or (?!alive)(\b\w+)	 It is not a 	dead or dying	 phenomenon, not an essentialized, oddly enduring, thing stuck in the past, but a multifarious outcome of on-going discursive contests.
no	X and Y	urban	suburban	rural - urban	(\burban) and (?!rural)(\b\w+)	 In 	urban and suburban	 apartment houses, and increasingly in condominiums of freestanding housing units, garbage is collected by the managing entity of the condominium and turned over en masse to the trash collector.
yes	between X and Y	high	low	high - low	between (high) and (low)	 Characteristics conventionally thought to explain the health differential seem to offer little insight into the gap 	between high and low	 infant-mortality states.
yes	X and Y	high	low	high - low	(high) and (low)	 1980 Census data allow us to compare 	high and low	 infant-mortality areas within the American black population by itself (see Table IV).
no	X or Y	fair	poor	poor - rich	(?!rich)(\b\w+) or (\bpoor)	 Distinctions were even more dramatic for children whose health parents described as 	fair or poor	.
no	X and Y	difficult	complex	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 There is a pressing need for responsible investigation and analysis in the hope of generating more understanding of a 	difficult and complex	 problem.
yes	X and Y	old	new	new - old	(old) and (new)	 The present debate over the merits of a lower capital-gains tax puts the differences between the 	old and new	 economics in clear relief.
yes	X and Y	large	small	large - small	(large) and (small)	 In 	large and small	 ways, the migration had other consequences, too.
no	X and Y	wide	private	private - public	(?!public)(\b\w+) and (\bprivate)	 More than a quarter of them now go on to elite city-	wide and private	 high schools, far above the city-wide average.
no	X and Y	steady	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 After the 	steady and heavy	 immigration of the 1980s, the 1930 figure of 34 percent immigrant may be reached in the current census.
no	X or Y	difficult	impossible	difficult - easy	(\bdifficult) or (?!easy)(\b\w+)	 In the real world of antitrust, the victims of putative monopolists are often 	difficult or impossible	 to find.
no	X and Y	small	unprofitable	large - small	(\bsmall) and (?!large)(\b\w+)	 Others, including 180 companies described by the Department of Insurance as " 	small and unprofitable	, " were quickly granted exemptions from the rollback.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 Commissioner Gillespie attempted to sidestep this political minefield by eliminating the zip-code rating and declaring that premiums could not be raised in sub	urban and rural	 counties by more than 4.
no	X and Y	suburban	rural	rural - urban	(?!urban)(\b\w+) and (\brural)	 Commissioner Gillespie attempted to sidestep this political minefield by eliminating the zip-code rating and declaring that premiums could not be raised in 	suburban and rural	 counties by more than 4.
