class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X, not Y	permanent	transient	permanent - temporary	(\bpermanent), not (?!temporary)(\b\w+)	 The crucial challenge was posed by John Maynard Keynes, who demonstrated that unsupervised market forces were capable of bringing about a 	permanent, not transient	, condition of underemployment.
no	X or Y	new	strange	new - old	(\bnew) or (?!old)(\b\w+)	 Mankind are so much the same, in all times and places, that history informs us of nothing 	new or strange	 in this particular.
no	X and Y	important	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 I would say that the most 	important and difficult	 of these lessons is to comprehend the nature of humankind as unflinchingly and fully as we can.
no	X and Y	corporate	public	private - public	(?!private)(\b\w+) and (\bpublic)	 Usually you're offered spaces that have ideological connotations, from parks to 	corporate and public	 buildings, and their extensions such as lawns and plazas.
no	X and Y	false	elaborate	false - true	(\bfalse) and (?!true)(\b\w+)	 It begins in the effort to be honest, simple, economical, to reject 	false and elaborate	 ornament, and certainly one major intention in modern architecture is to build for the working class.
yes	the very X and the very Y	rich	poor	poor - rich	the very (rich) and the very (poor)	 Settlement boards do not link only 	the very rich and the very poor	, however.
yes	X or Y	new	old	new - old	(new) or (old)	 It would be a mistake, however, for government, at whatever level, to wholly fund settlements, 	new or old	, on its own, as it did with the community-action and Model Cities programs of the 1960s.
no	X or Y	great	small	large - small	(?!large)(\b\w+) or (\bsmall)	 Depending on the political situation, its practical significance may be 	great or small	.
no	X and Y	new	different	new - old	(\bnew) and (?!old)(\b\w+)	 But only with the collapse of Marxism as an ideology and of communism as a system did it become clear that we have already moved into a 	new and different	 society.
no	X and Y	new	startling	new - old	(\bnew) and (?!old)(\b\w+)	 I consider it highly probable that within the next decade or two there will be 	new and startling	 " economic miracles " in which poor, backward countries transform themselves virtually overnight into highly developed, fast-growing economic powers.
no	X and Y	hard	uncaring	hard - soft	(\bhard) and (?!soft)(\b\w+)	 To be a successful drug dealer " you have to be cold and 	hard and uncaring	, " and he could not be that way.
no	X and Y	cold	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 To be a successful drug dealer " you have to be 	cold and hard	 and uncaring, " and he could not be that way.
no	X and Y	long	fruitful	long - short	(\blong) and (?!short)(\b\w+)	 In the late 1960s, the American Academy of Arts and Sciences sponsored a 	long and fruitful	 seminar on the subject of poverty.
no	both X and Y	private	parochial	private - public	both (\bprivate) and (?!public)(\b\w+)	 The NAEP student population includes 	both private and parochial	 schools in addition to public schools, which eliminates the potential bias of studies based only on public school systems.
no	X and Y	slow	tortuous	fast - slow	(\bslow) and (?!fast)(\b\w+)	 Because the EPA can not secure sufficient cleanup funds through means other than liability, it must often leave the shovels in the tool shed while pursuing PRPs along the 	slow and tortuous	 path of litigation.
no	between X and Y	private	social	private - public	between (\bprivate) and (?!public)(\b\w+)	 Writing in 1912, he discussed how a factory would produce more than the optimal amount of smoke because of a divergence 	between private and social	 costs.
no	X and Y	important	large	large - small	(?!small)(\b\w+) and (\blarge)	 Harvey Rosen, in his best-selling public finance text, refers to the " hidden'costs of government, " in pointing out that many regulations have 	important and large	 effects even though they require minimal government outlays (Rosen 1988, p.
yes	either X or Y	public	private	private - public	either (public) or (private)	 The beneficiaries of the transfer have the option to consume their added wealth in the form of an increase in 	either public or private	 consumption.
yes	both X and Y	public	private	private - public	both (public) and (private)	 Assuming that 	both public and private	 consumption are normal goods, imposition of a balanced budget rule can @ @ @ @ @ @ @ @ @ @ increase in domestic saving and investment.
no	X and Y	urban	natural	rural - urban	(\burban) and (?!rural)(\b\w+)	 These regulations are normally adopted to help protect the 	urban and natural	 environment, to gear development with infrastructure capacity, and to maintain and enhance the property values of neighborhoods.
no	X and Y	sluggish	slow	fast - slow	(?!fast)(\b\w+) and (\bslow)	 They also make the housing market more 	sluggish and slow	 to adjust production to meet changes in demand.
no	X or Y	low	nonexistent	high - low	(\blow) or (?!high)(\b\w+)	 Nontariff barriers are of comparatively @ @ @ @ @ @ @ @ @ @ industrial economies had 	low or nonexistent	 tariffs, including Great Britain.
yes	X and Y	large	small	large - small	(large) and (small)	 High recycling program costs are endemic to communities 	large and small	.
no	X and Y	active	effective	active - passive	(\bactive) and (?!passive)(\b\w+)	 Policies having large per capita impacts on relatively small groups tend to elicit from those groups more 	active and effective	 political action than policies having small per capita effects which are diffused over larger groups.
yes	X or Y	long	short	long - short	(long) or (short)	 He propose that the Fed set low margin requirements and use parallel open market operations to avoid taking any significant 	long or short	 position.
yes	X or Y	long	short	long - short	(long) or (short)	 Sumner, however, proposed limiting the Fed's and the speculators'risk by giving the Fed discretion to make open market operations in whatever amount it believed necessary to offset its own 	long or short	 position.
yes	X or Y	short	long	long - short	(short) or (long)	 The Fed would then be required to use open market operations to offset its 	short or long	 position.
yes	X or Y	long	short	long - short	(long) or (short)	 It would then simultaneously buy and sell treasury securities with the goal of preventing the public (and Federal Reserve) from having a substantial net 	long or short	 position in the CPI futures market.
no	X or Y	easy	tight	difficult - easy	(\beasy) or (?!difficult)(\b\w+)	 The ultimate effect of 	easy or tight	 money policies on ZRRDs is uncertain.
no	X and Y	great	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 We wo n't ever forget this 	great and good	 man.
no	X and Y	modest	sober	drunk - sober	(?!drunk)(\b\w+) and (\bsober)	 It would be a fine thing if critics of society would join them in their 	modest and sober	 sophistication.
no	X and Y	heavy	chemical	heavy - light	(\bheavy) and (?!light)(\b\w+)	 During this period, the South Korean state launched an ambitious investment program in the 	heavy and chemical	 industries.
no	X and Y	heavy	chemical	heavy - light	(\bheavy) and (?!light)(\b\w+)	 The share of foreign loans allocated to agriculture, forestry, and fisheries declined drastically during the 1970s, when the state was vigorously promoting investment in the 	heavy and chemical	 industries.
yes	both X and Y	public	private	private - public	both (public) and (private)	 Charles Kao (1977,1984) shows that tuition and fees in real terms in 	both public and private	 higher education have been decreasing since 1965.
yes	either X or Y	rural	urban	rural - urban	either (rural) or (urban)	 The urban (" decadent ") sector shunned this path (notice that the military academy is never as popular in 	either rural or urban	 Taiwan).
no	X and Y	small	medium	large - small	(\bsmall) and (?!large)(\b\w+)	 In its drive for industrialization, the KMT regime allowed 	small and medium	 enterprises (SMEs) flourish.
no	X and Y	good	stable	bad - good	(\bgood) and (?!bad)(\b\w+)	 in Central and Eastern @ @ @ @ @ @ @ @ @ @ idea that free government can mean 	good and stable	 government and that free enterprise can mean economic opportunity for all.
no	X or Y	cautious	pessimistic	optimistic - pessimistic	(?!optimistic)(\b\w+) or (\bpessimistic)	 As a result of the disappointments incurred by the liberal-democratic modernization school, subsequent political science work tended to be more 	cautious or pessimistic	 in predictions and less ambitious with respect to a universal theory of development.
no	X and Y	official	private	private - public	(?!public)(\b\w+) and (\bprivate)	 Both 	official and private	 investment were looked to as transfer mechanisms by which to compensate for alleged low rates of indigenous capital accumulation.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Yet, the same " liberal " assumptions about the effectiveness and benefits of international positive intervention seem to be 	alive and well	 today.
yes	X and Y	rich	poor	poor - rich	(rich) and (poor)	 " Theobald notes a number of ways in which societies have reduced their tolerance for corruption, although scandals continue to plague 	rich and poor	 countries alike.
yes	both X and Y	public	private	private - public	both (public) and (private)	 The development of a rule of law establishes the standards of accountability against which 	both public and private	 sector actions are measured.
no	X or Y	difficult	impossible	difficult - easy	(\bdifficult) or (?!easy)(\b\w+)	 When medium-sized landowners are able to use legislative means to obstruct reforms, " land reform becomes 	difficult or impossible	 " (1976: 76).
