class	pattern	X_found	Y_found	pair	query	sent_id	context_pre	costr	context_post	text
yes	X and Y	alive	dead	alive - dead	(alive) and (dead)	5278	 A particle can be in two places at once, a cat can be simultaneously 	alive and dead	, a particle @ @ @ @ @ @ @ @ @ @ without passing through it.	 A particle can be in two places at once, a cat can be simultaneously  alive and dead , a particle @ @ @ @ @ @ @ @ @ @ without passing through it.
yes	X and Y	alive	dead	alive - dead	(alive) and (dead)	41328	 This comes from all the Hatches 	alive and dead	 whom you two have loved, helped in so many ways, and prayed for through the years.	 This comes from all the Hatches  alive and dead  whom you two have loved, helped in so many ways, and prayed for through the years.
yes	X and Y	dead	alive	alive - dead	(dead) and (alive)	13260	 Everyone she liked kept going away - @ @ @ @ @ @ @ @ @ @'d rescued, which insisted on being equally 	dead and alive	 in her memory.	 Everyone she liked kept going away - @ @ @ @ @ @ @ @ @ @'d rescued, which insisted on being equally  dead and alive  in her memory.
yes	X and Y	dead	alive	alive - dead	(dead) and (alive)	7217	 And now here's Kwan talking about it -- as if the whole damn universe, 	dead and alive	, knows.	 And now here's Kwan talking about it -- as if the whole damn universe,  dead and alive , knows.
yes	X and Y	dead	alive	alive - dead	(dead) and (alive)	20086	 I've had the experience of delivering calves, 	dead and alive	.	 I've had the experience of delivering calves,  dead and alive .
yes	X and Y	dead	alive	alive - dead	(dead) and (alive)	28513	 Off the top of my head: dogs, 	dead and alive	, the hotel cat, Ellis'strays, the lucky (!	 Off the top of my head: dogs,  dead and alive , the hotel cat, Ellis'strays, the lucky (!
yes	X and Y	alive	dead	alive - dead	(alive) and (dead)	8204	" As for many hunters, their goal for the deer can be summed up in a simple motto: "" Stuffed-"	alive and dead	.	" As for many hunters, their goal for the deer can be summed up in a simple motto: "" Stuffed- alive and dead ."
yes	X and Y	alive	dead	alive - dead	(alive) and (dead)	11338	 Characters in postmodern fiction can be simultaneously 	alive and dead	.	 Characters in postmodern fiction can be simultaneously  alive and dead .
yes	X and Y	alive	dead	alive - dead	(alive) and (dead)	44612	 What if that cat is 	alive and dead	, even after you look in the box?	 What if that cat is  alive and dead , even after you look in the box?
yes	X and Y	dead	alive	alive - dead	(dead) and (alive)	31094	 Schrdinger's Cat does not consider the potential probability of the cat being dead or alive, it's that it's 	dead and alive	.	 Schrdinger's Cat does not consider the potential probability of the cat being dead or alive, it's that it's  dead and alive .
yes	X and Y	alive	dead	alive - dead	(alive) and (dead)	37385	 The park was established in 1997 as a tribute to veterans 	alive and dead	.	 The park was established in 1997 as a tribute to veterans  alive and dead .
yes	X and Y	dead	alive	alive - dead	(dead) and (alive)	47251	 hard to explain, how we were in two separate places at the same time together, both of us 	dead and alive	 at the same time, she had his eyes, his hands, she was him and not him.	 hard to explain, how we were in two separate places at the same time together, both of us  dead and alive  at the same time, she had his eyes, his hands, she was him and not him.
yes	X and Y	dead	alive	alive - dead	(dead) and (alive)	16077	 He was at an age when biographies of his contemporaries, 	dead and alive	, were emerging.	 He was at an age when biographies of his contemporaries,  dead and alive , were emerging.
yes	X and Y	alive	dead	alive - dead	(alive) and (dead)	17414	 How many people have ever had the experience of being simultaneously 	alive and dead	?	 How many people have ever had the experience of being simultaneously  alive and dead ?
yes	X and Y	dead	alive	alive - dead	(dead) and (alive)	25817	 Lewis'The Last Battle, and Aslan similarly seeing all of Narnia's inhabitants, 	dead and alive	, off into whatever came next.	 Lewis'The Last Battle, and Aslan similarly seeing all of Narnia's inhabitants,  dead and alive , off into whatever came next.
yes	X and Y	alive	dead	alive - dead	(alive) and (dead)	33830	 That guy Schr6dinger, he said the cat was both, 	alive and dead	, up until someone opened the damn box and looked at it.	 That guy Schr6dinger, he said the cat was both,  alive and dead , up until someone opened the damn box and looked at it.
